BUSINESS_ID,NAME,TOTAL_REVIEWS,AVG (R.STARS),,,,,,,,,
V3Mleik4koVBneME05xwNg,Mac's Window Tinting,118,4.720339,,,,,,,,,
lcn6StZVaNI4y48I6fp3pQ,Park Place Property Management,118,2.016949,,,,,,,,,
9I7VNu6_VclomWuINtIFaw,Las Americas,118,4.338983,,,,,,,,,
s30pUay0opzvriFweACWEA,Essen Bakery,118,4.79661,,,,,,,,,
sSKelg9o_4KxgCMT3BqnCA,Red Lobster,118,3.279661,,,,,,,,,
vP-qZ48IT3ceipA2vg0wNw,Rising Tide,118,3.135593,,,,,,,,,
eVI64EQymywsvMLmDLX04w,Pasta Fazool,118,4.101695,,,,,,,,,
jJ2tHIwMJkUTGJpATeR5gg,Flatbread Neapolitan Pizzeria,118,3.779661,,,,,,,,,
g06-VciD0ECXkLaimVlFXQ,Sandrina's,118,3.872881,,,,,,,,,
vt_esoDw6HG5ClM12OPkMg,Bonté Wafflerie & Café,118,3.466102,,,,,,,,,
IjtQu81tebi_pLWdubVBeA,Gracious Bakery & Cafe,118,4.118644,,,,,,,,,
jJSgDuY9sLzUfZ91_YSCog,Thai Esane,118,3.627119,,,,,,,,,
NU1rYG90VUKNvFBMWW8a7Q,Red Lobster,118,3.135593,,,,,,,,,
Wy_7BrENm4clF9u_XRLPIQ,Joe Fassi Sandwich Factory,118,4.186441,,,,,,,,,
HQUq4glxPzoi5zNqbNfTDA,Sweet Lulas Restaurant,118,3.576271,,,,,,,,,
lhH2g-fhamdl2UATZiguaA,Sicilian Pizza and Pasta,118,3.483051,,,,,,,,,
8rlM4KdEUd6pQD9MiRo9fg,The Limani,118,4.711864,,,,,,,,,
TR81mkmFQFW5Os1_KACe3A,Premier Nails and Spa,117,3.316239,,,,,,,,,
DL1JRfRo3Wtc76PY8-hWeg,Urban Fox - Coffee & Boba,117,4.401709,,,,,,,,,
BJauHq_tArHgi0nncImNJg,Whole Foods Market,117,3.34188,,,,,,,,,
3UNKN-EsxYr2YI7xfA-pfQ,Carrabba's Italian Grill,117,3.25641,,,,,,,,,
NRl9bD37QQUmdgW8AhUwZw,Rozmaryn Restaurant,117,4.623932,,,,,,,,,
W-GmQyyKIskcS3u7nHprtA,Watervue Grille,117,3.957265,,,,,,,,,
J179GmDalU-NgZ7nhRwBYQ,Cool Dog Cafe,117,4.282051,,,,,,,,,
dfKF-oAUf3yjnD0WBYDyZQ,The Cow and The Curd,117,3.82906,,,,,,,,,
QG3BblZrMRGXmYSyiYCP7A,AMC Veterans 24,117,3.752137,,,,,,,,,
YlEBQLfRHocJDn4gRlgczw,Brick City Eatery,117,3.871795,,,,,,,,,
0bqfOY_rF8HCVrDMgnWLYA,Seven Cups,117,4.547009,,,,,,,,,
IrfB_rEkkMXdruJElu_a1w,Best Steak House,117,3.683761,,,,,,,,,
Se9CEgJEVxcWax1fStWuQA,The Half Shell On the Bayou,117,3.623932,,,,,,,,,
GwtVBqKzW9j0zNQ7nYnT5g,AH Juice Organics,117,3.675214,,,,,,,,,
n5Fdf9RzooS7obq0NecOWw,Four Seasons Juice Bar,117,4.487179,,,,,,,,,
BO0obUwPGWytgFR5zkhE5Q,Outlaw Pizza,117,3.205128,,,,,,,,,
D_4iPUtYGB6F1C0kaneTPw,Nashville Marriott at Vanderbilt University,117,3.410256,,,,,,,,,
5UyyV-cdNsXWz1V-xyIW6w,The Preston,117,4.162393,,,,,,,,,
bMMf5bjTAT8LrwhE84ZuNw,Chipotle Mexican Grill,117,3.316239,,,,,,,,,
RDZJ5eoX48cm5_2JIgHnJA,Courtyard by Marriott New Orleans Near the French Quarter,117,3.350427,,,,,,,,,
93ElAjDFBm0_0Vf_N1-D0Q,Larry H. Miller Chrysler Jeep Tucson,117,2.529915,,,,,,,,,
8eYAokJewh-eBm1ya75nEg,Barb & Ernie's Restaurant,117,3.589744,,,,,,,,,
oCoiJ-GBriiupCgpgWfVhQ,Paddy's Old City Pub,117,3.726496,,,,,,,,,
VenhDgh9fRrh9c0Xq0LacQ,66 Q-pot,117,3.803419,,,,,,,,,
AmYpyArIwjZVnJLRPXEpLw,Amma's South Indian Cuisine,117,4.102564,,,,,,,,,
6OqY-P_1xV-qS2EgSOL-rw,Fitzwater Station,117,3.213675,,,,,,,,,
f6y6grP56Rdsx0jrdnvWeA,Flora's Market Run,117,4.213675,,,,,,,,,
27TyycLr6a5ju7ROXAtbbA,Osaka Sushi,117,3.957265,,,,,,,,,
1l4-uhraQzNiRjppKyMUUQ,Jeannine's American Bakery Restaurant,117,4.495726,,,,,,,,,
XupqzjOerK3DcIoWWIKslg,Chicken Yummy,117,4.230769,,,,,,,,,
Q_L2wD7JrLq-GHVYU1dJfA,The Thirsty Turtle,117,2.025641,,,,,,,,,
PigxRedNhAogtfXW2h0t5A,Nebraska Mini Mart,117,3.982906,,,,,,,,,
eQKzKjRZ77KsW1pAa0W0HQ,Ashley HomeStore,117,2.726496,,,,,,,,,
WtH2z1TlxLgh5mZrGQnkuw,M.L.Rose Craft Beer & Burgers - Capitol View,117,3.769231,,,,,,,,,
gnXN6LuSC3IoMCOtRl8sQw,Empire State Delicatessen,117,3.752137,,,,,,,,,
2Y0L3Hf6U-76jGvviKy5pA,El Taco Grande,117,3.17094,,,,,,,,,
mg1wKyOiS5f1QVW9uW1Jaw,Panera Bread,117,2.350427,,,,,,,,,
ZmvCkhsCOWqA7ikXlbIr2g,Vals,117,3.923077,,,,,,,,,
dzAo5l1AAHnz8Ln5uim-ZQ,Whole Foods Market,117,3.384615,,,,,,,,,
bJfcuUMgJUkHWpCUeAI4Iw,At The Table BYOB,117,4.675214,,,,,,,,,
T6pMNyBC9ouFV2Msdvybgw,Chipotle Mexican Grill,117,2.487179,,,,,,,,,
ADj5Zg8kKkEenjMYt0KxbQ,LaserShip,117,1.34188,,,,,,,,,
asI2vQzWZq9xBFUpfHNu4w,Wax + Wine,117,4.769231,,,,,,,,,
Mcj6MC23gIny1n0GGeGDQQ,Bruno's Tavern,117,3.068376,,,,,,,,,
MeMioeVFFYtFltwlkC_-pg,Brixx Wood Fired Pizza + Craft Bar,117,4.076923,,,,,,,,,
huEf-4ICYGjrNAsOslinWQ,Wild Rice Pan Asian Restaurant,117,3.08547,,,,,,,,,
EV4f9j7k5P3ItvJAGu5AWA,Rizzutos Ristorante Chop House,117,4.410256,,,,,,,,,
sOjbtBWo-m6rpjHv4tA_oQ,Brewd Coffee & Food,117,4.222222,,,,,,,,,
vgTA3vYLwZM2OnzJHjNdug,Lemmons,117,4.547009,,,,,,,,,
SzKOoeRCtoXvekt3K8B9Iw,Charles P Stanley Cigar Bar,117,4.478632,,,,,,,,,
RXFG-VFvUYMnGLfdRHvSEA,Jacquie's Cafe,117,4.153846,,,,,,,,,
lQZDL1J6xDjL7PG-5CgkGA,Wild Ginger,117,3.461538,,,,,,,,,
QpK7QS5rluvEGeNB8LM_UA,Ravanelli's,117,3.606838,,,,,,,,,
#NAME?,The Locale,117,3.452991,,,,,,,,,
zI0OdjkdQqD7az8aM6ppdg,Cho Thai,117,4.230769,,,,,,,,,
9xywJ1otUCj1kjiUGHSJCg,Red Robin Gourmet Burgers and Brews,117,3.153846,,,,,,,,,
4pwVg_pIIYFiQzdollFycA,"JO-EL'S Kosher Deli, Market & Café",117,4.307692,,,,,,,,,
2tAi411srrpmMofeAKdACw,Just Breakfast on Silverbell,117,3.401709,,,,,,,,,
FhwnVj_MLylkisC8k237UA,East Sushi,117,3.794872,,,,,,,,,
vgl0WLJgsdycS_Z9_FKDcQ,Mealey's Furniture - Moorestown,117,1.837607,,,,,,,,,
R6P3KSFafpKz6bEtHsWz1A,Trilly Cheesesteaks,117,4.222222,,,,,,,,,
0JnsAQFvOFxPltNU_smK3w,Kaldi's Coffee,117,4.230769,,,,,,,,,
hmmiyt6KljD5G3a861qsKw,K & S World Market,117,3.82906,,,,,,,,,
ED-6JeGGo8C_m7MiSB36Zw,Vault + Vine,117,4.529915,,,,,,,,,
x1XuLKA0T7HB696f7WnSUw,Poppo's Taqueria,117,4.410256,,,,,,,,,
cSpRppFwXB4xOprhJ1EXuw,Mimi's Nail Spa,117,4.059829,,,,,,,,,
a6z7dJX3k1AUsC7rSoH_Mw,Turner's Outdoorsman-Tucson,117,3.777778,,,,,,,,,
#NAME?,Goodland Kitchen,117,3.555556,,,,,,,,,
Jyh16p7IGKs3z62IJR4MPw,Gagan Palace Indian Restaurant,117,4.017094,,,,,,,,,
tXRCYqfLolcaY5E2tcrXxg,Fire N' Smoke Wood Fired Pizza & BBQ,117,4.102564,,,,,,,,,
zXgSqLVumgxM_e5OgWfUTw,Press Start,117,4.649573,,,,,,,,,
dv4yKRAKfvPGiMqpsSwH6Q,Chili's,117,3.205128,,,,,,,,,
ZoKRo6oYfRLMWZdWA1PQYQ,Brew Link Brewing,117,4.564103,,,,,,,,,
VuOfGMSMFGtwWF3-DxApyQ,Naturale Salon,117,4.538462,,,,,,,,,
CYJRj0lF120-WC3UKsuh5A,Cafe Fiorello's,117,3.615385,,,,,,,,,
niYgIO2ZMUX7CVvr1B5McQ,City Diner At the Fox,117,2.803419,,,,,,,,,
2AVA3WSH76LXCCBEzSKNqQ,Fishhawk Pizza,117,3.384615,,,,,,,,,
14YUcjNxUY5ZtvESJNjAOw,Aroma Indian Cuisine,117,4.230769,,,,,,,,,
6V8DwSReNWuwGkQo7hJ_jQ,Chili's,117,2.692308,,,,,,,,,
m0t4w58qFv7XlJHMEMi-DA,China Valley,117,4.162393,,,,,,,,,
qAvcTMa5N70yT97bDCB03A,Osaka,117,4.042735,,,,,,,,,
dDaMtf0K5fwPx2vhthjnKA,Brickhouse Coffee,117,4.42735,,,,,,,,,
s688oKDwUayG5rjHbPwK7w,Two Tony's Restaurant,117,4.076923,,,,,,,,,
6l98B73FdO1ebgz9fe6pvQ,Tapas On York,117,3.786325,,,,,,,,,
REns5fQe45Nk_D2UwQyr0w,Barra Restaurant,117,2.632479,,,,,,,,,
mpf51URhzEQQjc186BKUcA,La Tropicana Cafe,117,2.752137,,,,,,,,,
yJbjrrphcm_gek_dM7p1OA,Sofia's Greek Grill,117,4.521368,,,,,,,,,
17xOCrWgZwT4iAx-24NETw,Pointer's,117,3.581197,,,,,,,,,
AL89lQXFfE0HpbTvpxuSkA,Bob's Steak & Chop House,117,3.931624,,,,,,,,,
9vR01HFj18HzlASzaYOfxA,Chewy Boba,117,4.470085,,,,,,,,,
umq4JEgX4U6TIdMv-odD0Q,Willies Chicken Shack,117,3.717949,,,,,,,,,
1mC7raQrjcQB3PTF8QJO4g,Los Cabos Mexican Grill,117,3.34188,,,,,,,,,
3LxP4hHw1Ic-enGC1KEoqQ,Philadelphia Sports Clubs,117,2.299145,,,,,,,,,
GS3IOUMQxua3zH_z_sUVMQ,Kaslik Mediterranean Cuisine,117,4.282051,,,,,,,,,
jNl1J8EVcKY9TybC3NpivQ,Jimmy's on the Park,117,3.692308,,,,,,,,,
UiD1tjeFu03vJ--oHba4Jw,MOD Pizza,117,4.564103,,,,,,,,,
CW8J8eqHRErzNPROYDvSyQ,Bonefish Grill,117,3.307692,,,,,,,,,
t1H2xPVsbTRu48bZ5TgItw,LA Fitness,117,2,,,,,,,,,
YDisPepPeWeELiVGycxOlw,Gojjo Bar & Restaurant,117,3.282051,,,,,,,,,
ibcmKldwkXQzxxbh-euM4w,The Castle,117,3.923077,,,,,,,,,
uqavoCUo9hR4JSvoVgj8GA,The Swamp Room,117,3.42735,,,,,,,,,
QbAZz0bNDECP9fKh2HXwEA,The Fresh Market,117,3.452991,,,,,,,,,
GyC36Pn0Q1-qHnqXys6yFg,Cracker Barrel Old Country Store,117,3.25641,,,,,,,,,
DX-i7boV3bLP5ktKU-FA-w,Best Western Royal Sun Inn & Suites,117,3.512821,,,,,,,,,
RHptMcauayc1niSyoQWMoQ,Milano Nails Salon,117,4.094017,,,,,,,,,
Oq5B0zc5vL0bFCxH7qd9-A,Victory Coffee,117,4.162393,,,,,,,,,
Bmdub-SIz7Dve2GEWFSaXw,Mister Car Wash,117,2.504274,,,,,,,,,
7kwQZV6PjhZ7jQn8ZmJCEg,Altomonte's Italian Market & Bakery,117,3.547009,,,,,,,,,
IRsSA1CAr-GFRr_80h0hBQ,Rittenhouse Hill Apartments,117,3.333333,,,,,,,,,
DW9rgqWWzidDLIazmTjthw,Big Apple Buffet,117,2.888889,,,,,,,,,
wu2nJ5lW0tCU3VYa80i8Uw,Smashburger,117,3.324786,,,,,,,,,
#NAME?,Pho 21,117,4.393162,,,,,,,,,
9nkYaCQRyO0fi8SrXDFhGw,Rittenhouse Market,117,2.555556,,,,,,,,,
L7J8aZmdz_DNhEwFb3QnBQ,Barnyard Crafthouse & Eatery,117,3.905983,,,,,,,,,
7ucIWFoUUYYuW1pGJcA6og,Hilary's Roadhouse Diner,117,4.324786,,,,,,,,,
smKLreTouMRNVoa1ocP5TA,Leather Surgeons,117,4.863248,,,,,,,,,
YpWZGcSERoROrulARYyxTg,Famous Toastery,117,3.666667,,,,,,,,,
bb23FW_rcS2qYO7ji8fJ8w,Kazumi Sushi,117,3.470085,,,,,,,,,
z8k8He6f6DF8emE02DKOMA,Swoon Bridal,117,4.854701,,,,,,,,,
h6IzeUVASeDtvKhd2PEsKA,Rouses Market,117,3.102564,,,,,,,,,
rB-BUDjuOZWe_4vUhbPavQ,Tijuana Flats,117,3.461538,,,,,,,,,
tB1NC_uRIDZcU3TiOxNZmQ,Tradicional 636,117,4.145299,,,,,,,,,
qDEcJ48kXdWxQGZefgG94w,Xun Yu Si Kao,116,3.922414,,,,,,,,,
Wc2dOe5VdFoYwc-0wvkhwg,Italian Centre Shop,116,4.646552,,,,,,,,,
hGSgFpjbxfQGJGKHxM8qQg,BMW of the Main Line,116,2.362069,,,,,,,,,
YvaccJaSqbCNOYsEqWBSCw,Banh Street,116,4.275862,,,,,,,,,
BHhSUjAJjbV2SnnvWsFmWQ,The Brick House,116,2.775862,,,,,,,,,
nnj8APV33vrflphc6f50nA,Roe,116,3.612069,,,,,,,,,
5jrEg0SYV5gnCHXnGzvC4g,Mity Nice Cafe,116,3.853448,,,,,,,,,
53J9FLRAZZcI-y2r0_s2Gw,Shahrazad Cafe,116,4.568966,,,,,,,,,
fa28gO08tR9q7roKbSbgaw,Cooter's Place - Nashville,116,4.258621,,,,,,,,,
h4Ez63Gf_wA-QXpqU7ktkw,Devi Indian Restaurant,116,3.801724,,,,,,,,,
G2797W9QRLfhuV8KUdfSwA,Caspian Grille,116,4.491379,,,,,,,,,
liM5S5on5kfRDeaR14Wbvg,Independent Distillery,116,4.077586,,,,,,,,,
t7pZrv7LaqTQ71Iq6NerCQ,Mr Currys India Restaurant,116,3.913793,,,,,,,,,
gjALduh0HJg-xMHMm0Uz0Q,Chickie's & Pete's,116,3.275862,,,,,,,,,
dBRvtW3viFzmEq-eJsFy-g,Chikuyo Tei,116,3.931034,,,,,,,,,
JBQFWXXdKX9YKK1p3QI49w,Swezey's Pub,116,4.327586,,,,,,,,,
BBN5Fu_6mzO-LBHbi5e8IA,Revere,116,3.974138,,,,,,,,,
DZj98YnVGUp4a_dM-66DEg,Rosati's Pizza,116,3.422414,,,,,,,,,
wa_hcISvJdNRxTfLxzkMpw,Fly High Trampoline Park Reno,116,3.758621,,,,,,,,,
N2tq-0lhGucwixmXRHjE3w,Fine Palate,116,3.422414,,,,,,,,,
YZ7aP01qExBoF4f0LWnNEw,Hana Sushi House,116,3.896552,,,,,,,,,
#NAME?,Staybridge Suites New Orleans French Qtr/Dwtn,116,3.043103,,,,,,,,,
o6S4BEydpftLqzCLZk8dqw,Lemongrass,116,4.465517,,,,,,,,,
#NAME?,WOW Cafe and Bar,116,1.75,,,,,,,,,
x_LqP9PzfKw3YVk2Gh6J6g,The Move Crew,116,4.12931,,,,,,,,,
1LQipKM90ih4RcK2LxnB5w,Veekoo,116,4.060345,,,,,,,,,
lZEYIL95hZsZS0vgaoR2aQ,Pizza Fusion at Skypoint,116,3.689655,,,,,,,,,
V3Gh4rItcAgvsAHnXPBxWg,Pho Le,116,4.181034,,,,,,,,,
b9oIwBmqX0IdoQCPIqngLA,Chick-fil-A,116,3.853448,,,,,,,,,
A20ov0AIwYG6PYooI76iwg,Snarf's,116,3.715517,,,,,,,,,
S9SYcMTJvKqImncnEZ7tFw,Copper Fire Bar & Eatery,116,3.137931,,,,,,,,,
W4-fo6q77MSf2hPUg3qqPg,Tong Phoon Thai Restaurant,116,4.060345,,,,,,,,,
Lfwh2rjCXsAczquC_BETNQ,Sip-N-Glo Juicery,116,4.017241,,,,,,,,,
#NAME?,Ethio Cafe & Carry Out,116,3.922414,,,,,,,,,
XfTvMEWlfF4NrS3r1lvHxQ,Luke’s Italian Beef,116,3.663793,,,,,,,,,
ry1DATvLo6sc978zPFXtjg,The Cozy Corner Cafe,116,3.525862,,,,,,,,,
Xc68WCUnfouCMPTY6oEQfg,Mike's Pizza & Deli Station,116,3.637931,,,,,,,,,
iIE1QV6JPA1yJ_hM_G725Q,Lucia Lash,116,4.560345,,,,,,,,,
iwMh1EuW_xRWX0-mA-Vz_w,House Of Brews,116,4.103448,,,,,,,,,
2r3-fBAvSsljWrDLXkiHiw,LemonShark Poke,116,4.284483,,,,,,,,,
M5a9G4jkUCPoUbthTySOpQ,Jersey Diner,116,2.603448,,,,,,,,,
9owQxq3LTsi8cj5Qgmhl6A,Pizza Factory,116,3.241379,,,,,,,,,
zpuFEeAhrNzXPkOlBf5Kog,Outback Steakhouse,116,2.810345,,,,,,,,,
sBREjOvYJ0xI259WU-j5CA,The Fox Bar & Cocktail Club,116,4.439655,,,,,,,,,
ql3jAWijsUf1-JdPLG2-AA,Doughnut Party,116,4.267241,,,,,,,,,
gN-w5zqrN0-CNPy0H7BWwQ,Open House,116,4.215517,,,,,,,,,
EpFFiPHKx9yP-WqOCuxRCw,Mayfair Diner,116,3.146552,,,,,,,,,
Y-nTadJ3OgWR0Qea_5R0LQ,Delsa's Ice Cream Parlour,116,3.224138,,,,,,,,,
rEyTFs9o-xdXR-DMCLBiyg,Flying Pie Pizzaria,116,3.672414,,,,,,,,,
7-767IyQtw_BwyQTcHpQnA,Twistee Treat,116,3.534483,,,,,,,,,
zAz_ROUOX0s6_Z7N3gqbHw,Black Horse Diner & Restaurant,116,3.75,,,,,,,,,
a_ts6C7QntisENtyitJRBw,Tanya & Matt's Ice Cream,116,4.241379,,,,,,,,,
Wm4oVYVs4ZjMRoWFctWHoQ,Lighthouse Doughnuts,116,3.387931,,,,,,,,,
s1Ye1o9JL77vs5g3F0CF5A,Tennessee Tavern,116,1.896552,,,,,,,,,
qYjQyfMw_UOJztjmapyHTQ,"Feelings Marigny Cafe, Bar & Courtyard Lounge",116,4.12069,,,,,,,,,
NIb3KBSmm4FivxoerbkwEA,Prairie Noodle Shop,116,3.706897,,,,,,,,,
lA5BOb5Om5cn_dfwiOgbNg,McDonald's,116,1.603448,,,,,,,,,
agVSLLsBwALvrLOr4ZzCFA,Tate Island Grill,116,3.810345,,,,,,,,,
azksjpT1jYuk6mTdM2YsgA,Romano's Macaroni Grill,116,2.5,,,,,,,,,
ouDKX8Ofu85Npm-E5YucUQ,Davis Honda,116,1.87069,,,,,,,,,
tkJfrKAurn7tI6gkAEijMg,FoxGardin Family Kitchen,116,3.491379,,,,,,,,,
NFtgdII1WbMyl6ems1yNAg,Joe Buck's,116,2.818966,,,,,,,,,
lZ88MntSXZXDvpZAcXgiAg,PJ's Coffee,116,3.353448,,,,,,,,,
wZx2xDe9faEMb8IpvRacDw,Tony & Joe's Pizzeria,116,3.5,,,,,,,,,
UoDicg0wO3Q1JPUymA-91w,Johnny Brusco's New York Style Pizza,116,3.517241,,,,,,,,,
GV1s2EOQX7tLQrDjPGUJUQ,Community Cafe,116,4.301724,,,,,,,,,
ErcLBEFjqr4nGbF4ozrvgg,Don Barriga Mexican Grill,116,4.387931,,,,,,,,,
eOgIV1HZNbMmogTsSNZdUA,The New Berlin Diner,116,4,,,,,,,,,
ZB61gANpKABguPC7kG6bzA,Vallarta's Mexican Resturant,116,2.810345,,,,,,,,,
6iHvWggONIDt8cKXJGz0VQ,The Madison,116,3.37069,,,,,,,,,
Jv4af70Tbc_R_GqvkumqaQ,Pizza Suprema,116,3.991379,,,,,,,,,
dNC6G1FhDVQA5D58Oyg06g,Amighetti's,116,3.818966,,,,,,,,,
gCmyE-atK7PLFsRDWa-iOA,Doctor Gumbo Tours,116,4.896552,,,,,,,,,
w3t8RycX2LQZjmxM-oaqHg,Irish 31 - Westshore,116,4.12931,,,,,,,,,
v0lU6_hAA1sa92DNWBHK4A,Urban Air Adventure Park - Reno,116,3.913793,,,,,,,,,
2zSQu6_cLgWAVbZ2LbSLBA,Chick-fil-A,116,3.818966,,,,,,,,,
EvYeRMbG9XlEkafCJfnovA,Bruno's,116,2.810345,,,,,,,,,
1KVJv7Srbxcy5vzs-pnjVg,The Anchor Bar,116,3.982759,,,,,,,,,
AYx_fO1tdHWIqy6jtVXWaA,El Mariachi,116,4.043103,,,,,,,,,
P_TAcTKHmzQI4OPBDi7UFQ,Bevi Seafood,116,3.905172,,,,,,,,,
4MJE_Su0_gQ1Z9giIYyPqg,Soho Saloon,116,2.456897,,,,,,,,,
wvUhHEi-s9K8B95Ifi8RBg,Lemon Grass Thai Kitchen,116,3.741379,,,,,,,,,
Qjm-W7SpkCuTxacD10Wt2g,Rae's Gourmet Catering & Sandwich Shoppe,116,4.603448,,,,,,,,,
-5DcSecinHF2snC4eLv8WA,JJ's Wine Bar,116,4.017241,,,,,,,,,
-8VpP01AKfnt4wpT-8vgnQ,Boccella's Deli,116,4.362069,,,,,,,,,
P0-DrcqRjYEVqWBf84WPZw,Senor Pique,116,3.586207,,,,,,,,,
4z2Frpficc3NqHkGfpMXJQ,Senor Frog's,116,3.189655,,,,,,,,,
IBe1ubALseL7MoHo2tT7VQ,Shalimar Restaurant,116,3.422414,,,,,,,,,
SjnbzWbNLAxLOFVIyFKMXA,Glanzmann Subaru,116,3.431034,,,,,,,,,
3a3BSTAbM2etBbJX9JJXpg,Radice,116,3.741379,,,,,,,,,
AIlLlbE3rMSwZ0H3o27Skg,On The Border Mexican Grill & Cantina,116,3.181034,,,,,,,,,
kjhNdkVVWqAURf_4UPpJzQ,Cantina Mexican Grill & Bar,116,4,,,,,,,,,
mS-ZtRREi7rhTL5Cg8VEvg,High Sierra Brewing,116,3.12931,,,,,,,,,
NlSMxLoAFaAGba6veFaKyw,Chick-fil-A,116,3.258621,,,,,,,,,
KO7zaWqCLqjhDP-bxPfyDw,Corner Asian Bistro,116,3.922414,,,,,,,,,
tvH2qkHp_V-dHkfbSas5lw,Pastries N Chaat,116,3.862069,,,,,,,,,
bvlFmfqEbK_PqOSxbTkTxA,Greenway Home Services,116,1.422414,,,,,,,,,
0Bn9pMb_qcBO5mZYa3QAEA,Bandana's Bar-B Q - Collinsville,116,4.060345,,,,,,,,,
zNbRWVCKNe6gBShmnuAQNw,Ice Milk Company,116,3.603448,,,,,,,,,
derKTThMWqGXsl2ZFVv5Lg,Fat Dan's Deli Carmel,116,3.637931,,,,,,,,,
pCUMtXfRIGeDtp3S5jjshQ,White Castle,116,2.301724,,,,,,,,,
MFXceYZg7bWOiVdZIQbWrw,Fields Data Recovery,116,2.051724,,,,,,,,,
EwYzIWSC-w81qZwUwVDoIQ,Enzo's La Piccola Cucina,116,4.215517,,,,,,,,,
QYni15AsaQ8F20jEkVcA7g,Piazza Presto,116,3.215517,,,,,,,,,
aqqZT3wqqhIkuvVxNrnbLg,On The Border Mexican Grill & Cantina,116,3.310345,,,,,,,,,
ZGD_So3vVlY8DTSopJXstA,Humane Society of Tampa Bay,116,3.353448,,,,,,,,,
9WCzvpbGzcs4AVYSThNYag,Indiana State Museum,116,4.310345,,,,,,,,,
7rtrGGsUkVWZFHJaEArJ7g,The Trappe Tavern,116,3.043103,,,,,,,,,
6LH5CdxH-zQHkJfm7VIXMg,Kuma Sushi & Asian Fusion,116,4.672414,,,,,,,,,
tS1UGRB8gnj2gFkS5AtqZw,Buffalo Wild Wings,116,1.965517,,,,,,,,,
lXCFcmhoRsyW-mnzzl6fkA,Ledo Pizza,116,4.077586,,,,,,,,,
mCKkfHKBhAUanBoHzys7hQ,Momoyama Ramen & Hawaiian BBQ,116,4.689655,,,,,,,,,
WsosTCkw-AIKDr9yGmBHSQ,Bae Latin Food,116,4.741379,,,,,,,,,
1wKbk-FtJBBidd1k8s09DA,Dia De Los Burritos,116,4.017241,,,,,,,,,
6zxPHDdLUNhCSLSeHlCVNg,Something Sweet Dessert Lounge,116,2.603448,,,,,,,,,
LBDIwmGed02sn5Z5CFIyPQ,Quality Taste Jamaican Restaurant,116,3.991379,,,,,,,,,
u-w0dEUZAUF3JyGS_-KiTQ,Black 13 Tattoo Parlor,116,4.646552,,,,,,,,,
47v8tz1tHLZJ0h5tTskC4g,Calle 75 Street Tacos,115,3.53913,,,,,,,,,
YnGlopjmCYM6Pw07qt9bfw,Mio’s Grill & Cafe,115,4.930435,,,,,,,,,
HY77xds-bhkPesuLcE44hQ,Tim's Barber Shop,115,2.408696,,,,,,,,,
u0erOT96yooGb5mdOqtsSQ,Three Boars Eatery,115,3.695652,,,,,,,,,
2COHZRIme4EpwAnmCNuikw,Aroma Indian Cuisine and Bar,115,4.634783,,,,,,,,,
wF3EdgYbUm6ARXDCzbpUEA,Panera Bread,115,2.504348,,,,,,,,,
S7fweQEO1fPdsxXnE2LJlA,Local Honey,115,4.452174,,,,,,,,,
pqN11loWgNHqSWxESd4Uwg,Kostas Bar Restaurant,115,4.217391,,,,,,,,,
TR68yFRt9dn35zUKaI6lyw,Korea Garden Restaurant,115,3.773913,,,,,,,,,
QhFftZD6diXpF11A9U2ZdA,Nosh Cafe,115,4.26087,,,,,,,,,
MZssFQddj218X-68N5XwaA,The Turning Point of Blue Bell,115,3.165217,,,,,,,,,
bJiUj-jpaSyciyIhBa_DMQ,Narita,115,2.93913,,,,,,,,,
#NAME?,First Watch,115,3.947826,,,,,,,,,
Ezul-y-trSK8EHtcv40itQ,Hooters,115,2.991304,,,,,,,,,
Enx5dZwgbJnzLCBiNGQxwg,Renaissance Tampa International Plaza Hotel,115,3.869565,,,,,,,,,
RZJQTaxWa4GUTQKDXJHBmQ,Hoffmann Brothers,115,3.521739,,,,,,,,,
tpS5qq7iSJLKD38pM02lZA,All City Taxi,115,2.173913,,,,,,,,,
uoMWvXch6sWnI9FMsE_-Vg,Cafe Napoli Restaurant & Pizzeria,115,3.947826,,,,,,,,,
fyHua7e0AnjDmuuLXg1cLw,Kelliann's Bar & Grill,115,4.017391,,,,,,,,,
O5LnTroDDouDbjdjufXJsg,El Agavero,115,4.130435,,,,,,,,,
Oggj_KIJLZOzAnSJJvGHXQ,Best Buy Clearwater,115,2.417391,,,,,,,,,
LiH_a3ZxwxKACzrYbzXXQQ,Maple Glen Pizza,115,3.182609,,,,,,,,,
7sKfrJmjG6unAQeWdQUe2w,Franzone's Pizzeria & Restaurant,115,3.304348,,,,,,,,,
4As-DeKQELpu0JCqBAP4kA,Nk Nails & Spa-Creve Coeur,115,4.130435,,,,,,,,,
4EGJGPoqxyLZzVcO4feBXg,Millennium Hotel St Louis,115,1.956522,,,,,,,,,
QjPk-rOqaiWlZ1KQeJpQ2w,Pinsetter Bar & Bowl,115,3.965217,,,,,,,,,
ndVkAn-YN-Yb-C1lMwjkeg,Whole Foods Market,115,3.408696,,,,,,,,,
bzOCjuydWTkgkbZeaec8Zg,La Colombe,115,3.208696,,,,,,,,,
sBSE_CjEBjv5-89KK69Zrg,Black Penny,115,4.469565,,,,,,,,,
1bTMyRgKbWK9mkOR3VSCZQ,The Boxyard,115,4.034783,,,,,,,,,
